year,crop_type,soil_type,soil_ph,nitrogen,phosphorus,potassium,temperature,rainfall,humidity,irrigation_level,sunshine_hours,yield_kg_acre,yield_tons_ha
2024,Potato,Red Soil,8.65,119,83,29,35.3,1204,39.7,Medium,7.6,1141.78,2.821
2021,Tea,Black Soil,8.17,145,48,78,36.9,1505,74.1,High,6.5,159.39,0.394
2020,Soybean,Peaty,5.93,26,31,55,38.8,394,35.2,High,6.1,199.63,0.493
2023,Apple,Loam,5.76,156,65,85,21.7,517,55.9,Medium,8.4,4482.93,11.078
2025,Banana,Alluvial,5.19,139,60,205,29.7,1255,79.9,High,8.0,13536.89,33.45
2020,Rice,Saline,6.77,136,41,99,23.3,1440,35.4,Medium,5.6,1122.15,2.773
2020,Garlic,Silt Loam,8.07,98,64,68,30.6,821,87.8,Medium,4.7,969.02,2.394
2023,Wheat,Silt Loam,8.04,116,70,10,32.4,689,34.1,Low,9.6,391.95,0.969
2021,Maize,Clay Loam,5.6,128,95,75,34.5,1478,84.1,Low,4.5,666.0,1.646
2020,Coffee,Loam,5.64,136,28,132,20.8,1664,91.2,Medium,5.4,600.52,1.484
2021,Mustard,Black Soil,7.72,60,70,20,37.7,255,82.6,Medium,6.5,246.35,0.609
2021,Mustard,Red Soil,6.13,33,23,17,13.3,371,92.3,Medium,8.3,487.02,1.203
2022,Banana,Silt Loam,6.6,217,43,281,12.2,2014,63.2,Low,10.7,12331.81,30.473
2024,Watermelon,Loam,6.75,124,53,65,30.6,218,94.1,Medium,8.5,7759.41,19.174
2026,Garlic,Alluvial,6.84,75,76,71,17.8,647,45.7,Low,6.9,4500.7,11.121
2025,Soybean,Peaty,5.65,33,91,33,27.9,301,43.6,High,6.0,409.8,1.013
2022,Watermelon,Saline,5.35,104,57,71,34.0,150,30.6,Low,9.4,2003.68,4.951
2021,Soybean,Saline,5.7,46,48,23,19.6,375,79.0,Medium,6.1,230.89,0.571
2021,Sunflower,Saline,6.25,98,73,38,23.9,1233,90.7,Medium,8.4,956.04,2.362
2025,Maize,Saline,5.71,150,62,109,13.7,762,72.7,High,9.9,846.16,2.091
2022,Garlic,Laterite,7.0,80,90,63,21.0,832,52.3,Medium,11.5,3717.58,9.186
2025,Watermelon,Alluvial,7.52,129,77,124,27.5,269,33.6,Medium,5.2,7755.99,19.165
2026,Coffee,Laterite,6.24,244,71,122,13.8,1521,62.1,High,5.3,482.96,1.193
2021,Chickpea,Sandy Loam,5.43,16,57,56,17.0,1106,74.2,High,9.8,281.64,0.696
2026,Cotton,Saline,7.11,158,68,61,24.2,824,64.6,Medium,4.3,698.68,1.726
2026,Soybean,Sandy Loam,5.59,56,112,44,23.2,898,92.3,Low,11.7,873.23,2.158
2026,Garlic,Peaty,5.87,131,10,83,23.0,150,35.5,Low,11.1,1091.12,2.696
2026,Onion,Clay Loam,6.49,98,16,97,17.1,1430,72.6,Low,10.1,6419.96,15.864
2022,Onion,Red Soil,7.16,70,47,115,12.4,569,69.4,High,7.3,4613.36,11.4
2023,Apple,Saline,5.19,117,49,143,35.4,227,53.2,Low,9.2,991.67,2.45
2023,Barley,Alluvial,8.79,98,23,95,26.0,790,33.8,Medium,12.0,605.82,1.497
2020,Watermelon,Saline,6.56,123,89,36,36.2,527,75.6,High,11.8,5464.14,13.502
2023,Soybean,Loam,4.82,14,136,76,15.8,437,51.3,Medium,10.1,205.84,0.509
2023,Barley,Peaty,4.65,87,57,63,24.1,752,41.5,Low,11.1,736.96,1.821
2026,Potato,Alluvial,4.64,199,66,84,34.1,150,33.1,High,8.3,1394.8,3.447
2023,Banana,Sandy Loam,5.43,220,28,217,25.8,1725,93.6,Low,5.7,11077.65,27.373
2023,Coffee,Red Soil,5.85,166,26,138,16.2,1315,91.1,Medium,6.4,429.34,1.061
2023,Groundnut,Red Soil,8.77,46,79,32,20.5,369,42.5,High,5.0,300.78,0.743
2025,Apple,Saline,4.65,119,37,76,19.2,672,81.4,Low,6.5,1808.06,4.468
2021,Watermelon,Red Soil,5.25,91,65,63,34.6,150,49.6,Low,6.6,1398.52,3.456
2023,Apple,Laterite,4.6,130,46,145,27.6,451,52.0,High,5.1,897.43,2.218
2020,Apple,Laterite,8.34,155,32,91,13.3,576,64.7,Medium,10.1,2817.56,6.962
2021,Chickpea,Loam,7.91,10,78,82,22.5,734,53.3,Medium,10.8,811.47,2.005
2024,Mustard,Loam,6.85,59,63,26,37.3,150,85.4,Medium,7.9,216.77,0.536
2022,Wheat,Laterite,5.43,75,108,16,17.7,558,40.9,Medium,10.0,1050.7,2.596
2023,Chickpea,Sandy Loam,5.48,47,35,10,13.7,424,47.1,High,6.0,167.45,0.414
2020,Apple,Peaty,5.4,112,25,108,26.0,350,66.4,Medium,9.2,1389.6,3.434
2024,Maize,Laterite,5.16,174,50,63,31.1,695,56.9,Medium,8.7,801.41,1.98
2026,Sugarcane,Red Soil,7.16,257,82,36,15.4,1505,55.2,Low,6.6,5638.44,13.933
2026,Tea,Black Soil,5.85,177,81,132,21.4,1785,39.0,High,5.5,894.79,2.211
2026,Apple,Silt Loam,6.28,21,44,99,39.3,576,34.7,Low,10.5,1627.78,4.022
2023,Wheat,Laterite,5.85,73,17,37,22.1,902,53.4,High,6.8,723.89,1.789
2020,Rice,Black Soil,7.28,114,88,42,15.3,1806,63.2,Medium,7.6,640.4,1.582
2024,Garlic,Saline,6.26,66,97,61,34.2,471,60.0,Low,4.6,872.34,2.156
2025,Rice,Red Soil,4.71,153,45,75,32.8,1000,82.3,High,11.3,995.68,2.46
2024,Apple,Red Soil,8.36,87,25,84,37.0,1250,74.7,Medium,10.1,1365.08,3.373
2022,Groundnut,Black Soil,4.62,34,78,42,19.5,944,56.1,Medium,6.0,418.06,1.033
2020,Tomato,Red Soil,7.24,182,74,111,39.7,491,84.7,Low,10.4,3064.57,7.573
2025,Apple,Peaty,7.04,135,70,112,37.7,689,61.9,High,7.3,2741.86,6.775
2021,Garlic,Red Soil,6.94,68,10,34,36.5,328,73.3,Low,5.3,494.25,1.221
2020,Potato,Alluvial,8.73,143,11,117,11.0,540,54.8,Low,11.7,2070.97,5.117
2020,Soybean,Saline,8.09,10,67,80,37.1,656,43.8,Medium,5.0,105.26,0.26
2020,Tea,Black Soil,5.52,121,34,96,31.8,1967,60.5,Medium,8.5,372.4,0.92
2020,Tomato,Laterite,7.01,180,80,88,30.3,680,46.6,High,4.6,4535.87,11.208
2023,Cotton,Peaty,8.43,78,24,10,30.7,789,64.1,Medium,11.6,462.8,1.144
2020,Apple,Silt Loam,5.31,107,66,129,25.2,163,40.0,Medium,10.2,1605.31,3.967
2026,Apple,Alluvial,7.22,98,10,114,19.6,552,58.7,High,10.0,3328.25,8.224
2023,Onion,Black Soil,7.66,158,46,87,12.3,363,59.3,Medium,8.2,3028.52,7.484
2023,Chickpea,Black Soil,6.98,21,64,22,23.6,692,73.9,Low,11.1,907.94,2.244
2020,Soybean,Sandy Loam,6.39,55,14,38,14.7,531,31.7,High,4.5,248.68,0.615
2023,Banana,Silt Loam,4.93,269,28,239,25.6,1892,63.0,Low,6.7,9898.53,24.46
2026,Mustard,Sandy Loam,6.97,122,58,45,31.2,743,67.8,Medium,7.7,446.3,1.103
2021,Banana,Sandy Loam,7.53,193,34,257,36.2,1760,86.2,Low,6.9,6714.31,16.591
2020,Potato,Red Soil,7.38,147,43,105,23.7,499,86.6,Low,7.8,2698.97,6.669
2020,Groundnut,Laterite,5.9,14,74,15,17.9,765,59.1,High,6.5,393.5,0.972
2022,Sugarcane,Sandy Loam,8.43,181,111,91,30.9,1316,58.0,Medium,5.7,8159.88,20.163
2021,Groundnut,Loam,7.91,39,73,71,27.0,502,85.7,Medium,6.1,676.71,1.672
2024,Maize,Laterite,7.79,161,68,33,33.8,844,30.0,Low,6.8,631.56,1.561
2025,Groundnut,Black Soil,8.01,40,98,67,17.9,525,51.7,Low,11.6,559.43,1.382
2024,Mustard,Clay Loam,7.44,89,40,23,27.9,150,35.0,Low,11.3,317.1,0.784
2024,Maize,Sandy Loam,7.82,144,83,67,37.2,585,93.7,High,10.5,682.94,1.688
2024,Mustard,Clay Loam,5.23,33,69,10,21.5,238,71.1,High,9.8,346.57,0.856
2026,Tea,Peaty,7.14,138,10,57,32.1,2127,81.0,Medium,11.5,147.54,0.365
2025,Sugarcane,Loam,5.72,198,77,54,15.0,2060,43.9,High,5.6,7371.33,18.215
2021,Mustard,Silt Loam,7.56,87,25,41,11.2,553,75.3,Medium,10.4,780.76,1.929
2021,Tomato,Red Soil,5.46,80,109,125,24.6,258,93.7,Low,5.4,2352.27,5.813
2023,Potato,Alluvial,7.27,156,94,93,19.4,1152,64.1,Medium,5.4,4509.66,11.144
2020,Cotton,Clay Loam,8.44,120,85,27,17.8,559,59.3,High,7.5,271.22,0.67
2026,Cotton,Peaty,7.9,41,39,58,20.0,331,82.8,Medium,11.7,249.2,0.616
2026,Barley,Clay Loam,8.67,78,10,11,22.2,1092,87.3,High,7.7,416.54,1.029
2025,Maize,Loam,7.5,130,134,68,33.4,709,39.1,Medium,6.9,943.73,2.332
2020,Cotton,Peaty,6.53,178,45,39,23.9,562,63.0,Low,11.8,576.68,1.425
2025,Apple,Peaty,6.87,121,10,127,15.1,612,39.4,High,4.8,3321.52,8.208
2021,Tomato,Laterite,7.93,164,79,94,23.1,626,63.3,High,6.0,5337.21,13.189
2024,Garlic,Red Soil,6.64,93,27,19,16.3,580,47.6,High,5.0,2705.82,6.686
2026,Tea,Silt Loam,7.08,143,10,94,36.6,1168,92.8,Low,9.6,115.94,0.286
2022,Sugarcane,Peaty,5.94,192,55,92,13.9,2195,76.1,Low,5.2,7155.78,17.682
2026,Potato,Black Soil,4.83,89,61,114,38.4,150,57.6,Low,5.3,1080.92,2.671
2026,Sugarcane,Black Soil,8.5,221,10,102,33.9,2037,86.4,Medium,7.8,7526.96,18.599
2021,Apple,Saline,4.86,98,32,60,17.4,485,80.8,Low,8.4,2059.2,5.088
2021,Tea,Laterite,5.45,114,21,73,24.5,2205,50.9,Medium,8.1,650.4,1.607
2026,Chickpea,Alluvial,8.17,109,35,10,13.2,150,77.7,Low,9.1,207.38,0.512
2025,Groundnut,Silt Loam,7.95,84,37,24,25.5,568,86.3,High,10.8,784.33,1.938
2024,Mustard,Laterite,7.59,121,55,63,27.6,150,86.6,Medium,7.1,252.07,0.623
2021,Wheat,Black Soil,8.09,87,10,49,13.6,187,71.0,High,10.0,225.16,0.556
2026,Watermelon,Clay Loam,6.34,145,42,64,36.5,924,60.5,Low,11.5,7628.78,18.851
2024,Cotton,Alluvial,8.56,96,55,51,19.0,707,53.4,Low,4.4,280.48,0.693
2025,Soybean,Peaty,5.19,10,71,81,18.1,1102,44.7,Medium,8.7,358.53,0.886
2020,Tea,Laterite,7.99,113,50,43,14.0,1698,76.3,Medium,8.2,318.92,0.788
2021,Watermelon,Alluvial,7.11,133,101,68,39.9,150,44.1,High,4.5,2015.18,4.98
2022,Coffee,Alluvial,5.24,115,67,83,20.0,2229,61.8,High,6.5,533.63,1.319
2023,Groundnut,Silt Loam,5.62,15,19,29,19.0,977,54.1,Low,6.6,515.55,1.274
2023,Potato,Laterite,5.8,207,48,104,27.0,150,63.2,High,8.6,1934.48,4.78
2026,Tea,Peaty,8.47,193,43,62,35.3,1154,43.6,High,5.7,142.47,0.352
2025,Rice,Clay Loam,7.01,100,15,71,29.4,1800,67.4,Medium,5.6,1082.55,2.675
2023,Chickpea,Red Soil,8.24,10,84,63,22.1,150,58.2,High,8.7,302.83,0.748
2026,Banana,Loam,6.15,215,71,235,39.3,1005,83.8,Medium,5.7,6062.72,14.981
2023,Tomato,Peaty,8.25,152,79,136,11.0,471,32.5,Medium,4.5,1692.55,4.182
2021,Coffee,Peaty,5.28,153,61,112,10.1,1186,32.7,Medium,4.8,204.72,0.506
2025,Mustard,Red Soil,5.87,127,66,47,19.2,231,83.3,High,8.8,782.36,1.933
2024,Soybean,Alluvial,8.03,10,43,35,30.2,173,94.8,High,7.0,142.2,0.351
2025,Wheat,Silt Loam,8.25,137,42,32,25.7,150,88.9,Low,8.8,354.32,0.876
2024,Coffee,Saline,6.53,139,55,80,16.5,1427,32.8,Medium,9.9,471.25,1.164
2021,Cotton,Clay Loam,7.55,78,26,56,25.8,150,40.1,Low,6.9,297.39,0.735
2024,Sugarcane,Black Soil,6.86,235,52,124,23.9,1908,60.9,Medium,5.3,15979.33,39.486
2023,Tomato,Clay Loam,7.38,149,75,113,30.4,408,35.1,Low,7.9,4139.35,10.229
2023,Apple,Sandy Loam,7.54,66,25,86,28.8,977,38.6,High,9.7,1780.61,4.4
2020,Watermelon,Silt Loam,8.3,121,105,126,24.2,445,54.6,High,8.1,8545.76,21.117
2026,Potato,Laterite,5.27,197,61,85,22.5,656,76.5,High,11.2,7095.69,17.534
2025,Potato,Silt Loam,7.99,94,75,132,17.0,756,80.2,High,8.1,5411.68,13.373
2023,Tomato,Peaty,7.72,179,128,131,29.4,640,84.6,Medium,8.0,7605.56,18.794
2026,Apple,Red Soil,4.63,123,34,73,16.4,947,51.0,Medium,7.3,3242.48,8.012
2024,Tomato,Peaty,5.38,154,51,102,36.2,372,80.6,Low,4.4,1493.13,3.69
2023,Rice,Saline,6.15,70,12,33,20.0,1521,90.8,Medium,9.6,935.6,2.312
2020,Cotton,Red Soil,7.37,69,50,56,36.4,1172,34.1,Low,11.2,567.5,1.402
2021,Tomato,Alluvial,7.39,148,65,135,39.1,731,39.5,High,11.0,4377.45,10.817
2023,Apple,Alluvial,6.43,99,37,76,26.6,996,60.8,High,6.7,2888.42,7.137
2024,Sunflower,Peaty,7.61,45,63,64,18.4,454,72.6,High,5.5,491.67,1.215
2024,Sunflower,Silt Loam,6.82,97,59,45,26.3,832,71.4,Low,6.6,1257.05,3.106
2021,Sunflower,Sandy Loam,5.44,78,78,59,22.4,829,45.1,Medium,11.2,721.67,1.783
2023,Garlic,Red Soil,6.49,112,36,84,34.8,150,44.9,Medium,4.4,671.12,1.658
2022,Garlic,Laterite,7.61,87,39,112,30.0,1034,74.4,Low,9.2,1252.33,3.095
2024,Tomato,Silt Loam,7.75,142,89,111,32.6,1154,79.1,Medium,4.8,3182.73,7.865
2021,Banana,Saline,8.61,244,87,228,25.1,1386,69.7,High,8.5,9990.26,24.686
2026,Tea,Clay Loam,8.08,188,20,93,21.3,1676,42.1,Low,7.9,416.97,1.03
2026,Apple,Clay Loam,7.84,63,49,117,27.3,758,47.1,High,5.0,1259.41,3.112
2026,Soybean,Peaty,7.35,58,65,20,35.4,270,93.6,Low,4.2,132.47,0.327
2024,Sugarcane,Loam,6.37,244,87,61,33.7,1765,46.0,Low,5.0,18351.39,45.347
2020,Potato,Saline,5.18,116,106,129,16.2,523,82.2,High,4.1,5364.9,13.257
2023,Potato,Black Soil,7.15,164,73,93,13.0,150,77.7,Medium,11.2,2303.72,5.693
2023,Tea,Red Soil,6.45,105,60,14,18.4,2106,77.4,Medium,10.4,459.77,1.136
2024,Sunflower,Peaty,6.0,37,78,42,19.1,937,88.5,High,8.3,549.62,1.358
2024,Tomato,Clay Loam,7.38,185,67,143,36.8,912,39.9,Low,11.7,4658.81,11.512
2022,Watermelon,Alluvial,6.47,79,100,79,29.5,517,92.9,Medium,6.3,11647.16,28.781
2026,Coffee,Sandy Loam,8.48,199,59,117,25.3,1751,88.4,High,9.4,390.0,0.964
2025,Banana,Peaty,5.96,232,47,285,20.9,1724,42.5,Low,7.8,15785.6,39.007
2026,Cotton,Laterite,8.3,140,52,73,25.7,1068,64.0,Low,8.3,592.76,1.465
2024,Garlic,Red Soil,6.51,68,72,53,39.4,150,80.1,High,7.6,643.94,1.591
2023,Garlic,Loam,4.51,86,61,74,31.1,150,50.0,High,11.7,519.09,1.283
2025,Sunflower,Black Soil,6.81,108,18,31,39.9,444,88.0,Low,8.7,342.99,0.848
2021,Soybean,Black Soil,4.61,10,52,41,19.1,326,56.7,High,5.4,143.54,0.355
2026,Tea,Sandy Loam,8.43,144,11,48,36.6,1647,39.2,High,7.8,142.56,0.352
2025,Sugarcane,Alluvial,6.11,265,53,57,19.7,1398,80.6,High,6.5,9726.13,24.034
2024,Wheat,Sandy Loam,8.72,111,80,20,29.5,150,86.7,High,7.8,162.17,0.401
2022,Onion,Alluvial,8.08,174,48,100,16.4,504,81.2,Low,7.8,3888.81,9.609
2025,Coffee,Loam,6.43,97,10,127,35.3,2116,71.8,Low,9.7,247.45,0.611
2023,Garlic,Silt Loam,8.18,78,71,69,30.2,601,59.8,Low,7.0,827.6,2.045
2024,Garlic,Sandy Loam,8.18,121,58,57,19.9,264,51.8,Low,8.8,1298.49,3.209
2021,Chickpea,Saline,6.07,15,46,77,39.3,281,63.9,High,9.9,131.37,0.325
2022,Sugarcane,Clay Loam,6.97,253,98,120,11.8,1614,48.5,Low,10.7,11898.78,29.402
2023,Barley,Silt Loam,6.16,33,54,32,23.8,348,88.8,Low,11.3,529.63,1.309
2021,Sugarcane,Black Soil,8.54,221,71,65,35.1,2230,37.6,Medium,10.2,12193.62,30.131
2021,Banana,Saline,5.76,238,86,260,10.0,1673,73.8,Medium,11.3,8121.52,20.069
2022,Mustard,Peaty,8.44,118,20,10,20.9,244,91.5,High,4.3,302.03,0.746
2021,Groundnut,Laterite,6.76,36,71,47,34.6,674,76.9,Low,10.2,932.23,2.304
2022,Chickpea,Clay Loam,7.23,54,73,31,30.2,150,86.1,Medium,4.4,246.89,0.61
2026,Coffee,Red Soil,7.84,180,56,80,20.7,1857,63.1,High,6.0,312.22,0.772
2023,Groundnut,Saline,8.24,52,64,57,30.6,165,47.7,Low,8.5,228.3,0.564
2026,Potato,Loam,8.18,174,111,128,40.0,733,62.9,Low,9.6,2834.6,7.004
2023,Barley,Sandy Loam,8.77,136,59,22,15.1,1233,72.9,Low,9.4,612.56,1.514
2026,Groundnut,Laterite,8.22,41,64,12,23.5,1406,57.6,High,9.6,390.46,0.965
2023,Sugarcane,Saline,6.22,281,87,130,16.0,2221,89.4,High,6.6,6747.38,16.673
2024,Sunflower,Laterite,7.25,103,43,25,13.7,150,76.1,Medium,7.0,144.2,0.356
2022,Apple,Red Soil,8.05,167,61,82,10.2,603,57.6,Medium,9.1,2689.01,6.645
2023,Banana,Laterite,7.21,230,19,218,35.7,1422,54.9,Medium,11.3,8456.96,20.898
2021,Apple,Black Soil,6.79,34,31,79,32.6,1162,94.6,Medium,6.7,1677.2,4.144
2022,Sugarcane,Laterite,7.49,185,90,73,23.9,1322,62.3,Medium,11.2,13833.06,34.182
2024,Onion,Loam,4.59,84,72,70,29.6,591,35.7,Low,8.2,1970.92,4.87
2024,Coffee,Alluvial,7.14,155,24,133,13.7,1482,57.9,Low,5.5,259.54,0.641
2020,Mustard,Silt Loam,7.43,119,19,14,33.7,202,94.1,Medium,9.6,248.52,0.614
2021,Sunflower,Sandy Loam,7.99,178,89,53,32.5,150,66.5,Low,9.1,319.97,0.791
2023,Rice,Laterite,6.12,131,29,35,27.2,1439,92.3,Low,10.1,1610.95,3.981
2024,Watermelon,Silt Loam,5.9,49,65,67,11.7,556,51.0,Low,6.4,2966.82,7.331
2020,Groundnut,Sandy Loam,4.81,93,27,55,18.4,501,92.0,Low,6.6,217.68,0.538
2023,Sugarcane,Saline,6.19,209,73,67,10.4,2027,81.7,High,9.6,8081.17,19.969
2020,Mustard,Red Soil,5.73,71,10,27,17.7,630,46.3,High,8.4,450.03,1.112
2023,Sugarcane,Silt Loam,8.09,201,74,126,16.4,1580,79.0,Low,8.2,6379.81,15.765
2020,Sugarcane,Sandy Loam,8.21,169,94,51,11.0,1748,90.2,High,6.4,4263.3,10.535
2024,Potato,Saline,5.41,171,74,105,13.4,724,82.6,Medium,4.9,5273.25,13.03
2022,Garlic,Sandy Loam,5.89,126,10,16,12.7,854,39.4,Low,5.9,1536.06,3.796
2024,Chickpea,Silt Loam,8.79,44,33,70,17.9,871,36.3,Medium,8.3,528.96,1.307
2025,Tea,Peaty,6.1,143,44,42,18.0,1753,39.7,High,5.1,582.58,1.44
2022,Maize,Silt Loam,5.89,182,59,48,18.4,488,86.2,High,8.1,1222.83,3.022
2020,Sugarcane,Black Soil,4.66,186,45,106,35.5,1293,55.6,High,7.0,7990.25,19.744
2026,Banana,Peaty,7.59,158,69,231,33.3,1627,78.4,Medium,7.9,11545.28,28.529
2025,Groundnut,Black Soil,5.05,10,47,10,36.6,886,41.0,Low,6.3,171.65,0.424
2021,Maize,Alluvial,6.22,145,67,85,11.5,1024,87.7,Low,9.0,1060.88,2.621
2023,Mustard,Saline,8.42,84,69,76,16.3,811,43.8,High,5.7,361.35,0.893
2023,Cotton,Saline,6.89,74,60,67,17.4,150,62.8,Low,8.5,155.46,0.384
2025,Garlic,Red Soil,7.29,88,20,75,31.8,282,50.6,Medium,11.5,907.02,2.241
2020,Rice,Red Soil,6.99,123,78,35,15.6,1652,35.5,Medium,7.9,650.01,1.606
2024,Maize,Black Soil,8.5,96,60,76,22.5,792,81.9,High,4.3,1011.42,2.499
2026,Watermelon,Peaty,6.09,112,14,110,27.9,229,43.8,High,11.9,5716.13,14.125
2023,Garlic,Loam,5.41,32,50,70,17.8,784,54.7,Medium,8.5,2548.86,6.298
2024,Wheat,Black Soil,7.32,143,42,66,37.7,448,42.2,Medium,7.9,551.23,1.362
2022,Tomato,Sandy Loam,5.56,131,89,76,38.9,631,49.8,Medium,7.4,2791.22,6.897
2024,Mustard,Peaty,7.79,76,17,24,24.8,151,56.9,High,7.6,307.25,0.759
2023,Rice,Sandy Loam,8.29,137,52,64,14.8,1289,48.1,High,7.3,443.78,1.097
2025,Coffee,Silt Loam,5.88,87,57,108,17.9,1857,82.2,Medium,11.9,696.87,1.722
2020,Groundnut,Saline,7.1,23,20,57,13.9,1041,87.5,Medium,8.8,298.93,0.739
2026,Onion,Silt Loam,5.95,123,10,99,36.1,992,33.0,Low,8.8,2532.28,6.257
2025,Watermelon,Saline,7.46,65,57,125,13.6,341,77.3,High,7.5,2756.11,6.81
2024,Watermelon,Loam,7.45,135,81,69,21.3,408,93.7,Low,7.6,7007.28,17.315
2026,Coffee,Saline,8.24,165,21,86,39.9,2613,48.6,Medium,7.3,99.22,0.245
2024,Barley,Clay Loam,7.08,125,67,68,27.5,570,36.5,Medium,11.9,1501.69,3.711
2020,Chickpea,Saline,8.07,10,44,10,38.0,973,40.7,Medium,11.6,191.01,0.472
2020,Soybean,Saline,7.68,10,91,10,33.1,722,42.8,Medium,10.6,283.04,0.699
2021,Maize,Clay Loam,6.79,167,63,80,29.3,1210,90.2,Low,7.5,1994.76,4.929
2022,Mustard,Clay Loam,8.62,108,10,25,19.9,150,30.8,High,8.7,232.34,0.574
2023,Garlic,Sandy Loam,6.83,61,40,37,14.0,497,72.0,Medium,10.9,3240.83,8.008
2026,Chickpea,Silt Loam,5.85,57,10,27,26.8,340,58.0,Medium,9.3,268.47,0.663
2026,Banana,Sandy Loam,5.52,187,55,230,31.3,2341,55.4,Medium,6.4,12556.83,31.029
2021,Wheat,Clay Loam,5.56,136,20,18,22.6,903,52.3,High,6.4,775.24,1.916
2024,Groundnut,Sandy Loam,8.38,39,34,25,15.3,481,52.9,Medium,9.4,263.95,0.652
2021,Groundnut,Peaty,6.18,48,53,11,24.5,848,59.2,Low,8.3,823.35,2.035
2020,Coffee,Loam,5.62,161,85,103,32.7,1816,60.3,Low,4.3,280.69,0.694
2023,Tomato,Loam,6.9,146,91,125,13.7,698,81.7,Medium,8.3,7920.16,19.571
2021,Rice,Saline,6.57,132,86,64,14.4,1482,49.4,Low,10.8,681.13,1.683
2020,Groundnut,Silt Loam,7.08,46,61,10,21.6,487,78.8,High,12.0,759.3,1.876
2025,Rice,Silt Loam,8.62,148,57,74,31.0,1308,51.0,Medium,4.3,919.32,2.272
2021,Apple,Peaty,7.22,118,18,68,25.7,955,70.2,High,11.5,2166.23,5.353
2023,Onion,Sandy Loam,4.95,113,71,82,19.2,150,50.0,Medium,7.0,1492.27,3.687
2021,Tea,Red Soil,8.21,159,10,73,23.9,1860,40.7,Medium,8.5,313.41,0.774
2025,Maize,Black Soil,5.53,163,28,81,14.1,738,89.8,Medium,7.1,570.32,1.409
2024,Onion,Saline,5.4,94,37,88,19.2,622,68.9,Low,10.6,4063.9,10.042
2021,Mustard,Silt Loam,8.62,84,18,50,21.6,434,50.7,Low,10.6,522.91,1.292
2023,Chickpea,Sandy Loam,4.91,85,10,24,12.1,582,43.1,Low,8.0,168.12,0.415
2025,Chickpea,Alluvial,7.24,63,30,79,21.8,150,31.6,Medium,7.6,459.9,1.136
2025,Onion,Red Soil,6.53,159,49,110,24.5,649,32.1,High,5.1,5754.4,14.219
2023,Maize,Clay Loam,7.64,211,82,57,19.8,645,36.4,Medium,4.8,1472.55,3.639
2022,Tomato,Silt Loam,6.62,128,104,89,31.7,770,50.0,Medium,8.9,8323.76,20.568
2022,Barley,Alluvial,7.64,126,15,10,29.3,423,49.9,Low,10.3,493.69,1.22
2020,Soybean,Black Soil,6.77,22,82,69,36.6,150,67.8,Low,5.7,143.35,0.354
2025,Banana,Black Soil,5.72,255,63,281,34.9,1710,89.3,Low,9.5,15886.93,39.257
2025,Groundnut,Alluvial,8.26,10,67,45,13.1,181,89.2,Medium,7.5,94.72,0.234
2024,Cotton,Loam,5.68,134,32,47,39.7,459,70.5,Medium,4.6,132.51,0.327
2023,Potato,Saline,6.59,106,92,142,24.3,928,85.8,Low,5.2,3486.91,8.616
2026,Maize,Loam,6.43,163,93,36,24.4,878,68.8,Low,4.2,1776.28,4.389
2025,Groundnut,Laterite,5.57,10,27,58,19.6,482,52.7,High,6.1,386.1,0.954
2024,Mustard,Black Soil,5.42,97,42,65,20.6,161,42.0,Low,9.4,321.75,0.795
2026,Tea,Silt Loam,8.27,138,28,76,27.5,2021,50.4,High,11.7,385.36,0.952
2024,Cotton,Clay Loam,8.3,83,45,51,38.0,1341,43.1,High,8.4,367.51,0.908
2025,Wheat,Peaty,6.54,140,95,42,26.2,286,76.5,Medium,6.6,779.97,1.927
2025,Potato,Alluvial,7.44,164,108,66,15.1,558,31.7,Medium,6.6,4709.75,11.638
2023,Sugarcane,Laterite,5.45,240,97,88,19.1,1505,72.2,Medium,11.7,7844.57,19.384
2026,Apple,Laterite,4.75,125,55,57,39.8,779,69.1,Low,10.6,1348.22,3.332
2020,Tomato,Red Soil,4.87,179,49,65,11.0,1044,48.5,Low,11.6,2204.51,5.447
2021,Mustard,Silt Loam,4.92,93,32,39,39.1,548,45.6,Medium,11.4,312.99,0.773
2026,Tomato,Loam,7.02,209,65,101,17.5,446,90.8,High,10.8,9189.51,22.708
2020,Onion,Loam,8.24,120,33,97,30.1,349,34.7,Medium,8.4,1665.21,4.115
2025,Cotton,Laterite,8.1,154,35,61,36.5,1179,39.4,Medium,10.7,483.43,1.195
2026,Banana,Saline,8.36,211,50,264,32.3,1509,58.2,Low,10.3,7332.87,18.12
2023,Potato,Silt Loam,7.08,105,45,132,21.1,1120,37.3,Medium,6.7,4072.67,10.064
2024,Rice,Silt Loam,6.35,120,81,108,16.5,826,79.8,High,8.7,946.17,2.338
2024,Tomato,Alluvial,6.24,125,73,129,12.3,881,76.4,Low,4.3,5024.81,12.417
2021,Coffee,Loam,6.4,106,69,99,17.7,1485,31.2,Low,8.6,662.37,1.637
2025,Tomato,Laterite,6.28,154,108,161,10.6,938,68.4,Low,8.1,4607.86,11.386
2020,Banana,Sandy Loam,8.15,205,77,264,38.8,1598,86.2,High,11.2,5769.51,14.257
2024,Wheat,Black Soil,6.09,172,27,30,31.8,758,44.7,Low,4.7,508.77,1.257
2022,Sugarcane,Red Soil,7.34,300,79,135,18.5,1054,34.2,High,4.1,6250.46,15.445
